"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Partner","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0607516","McKesson Corporation McKesson - SAP ATTP, Track & Trace - Renewal - Run Rate - FY27-Q3","McKesson Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 1","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608622","AWS MP (Private Offer) - Sainsbury's Supermarkets Ltd Multiple Projects- Renewal Yr 4 - Run Rate - FY27-Q3","Sainsbury's Supermarkets Ltd","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608627","National Westminster Bank plc ODS Delivery, Payments Transformation- Renewal Yr 4 - Run Rate - FY27-Q3","National Westminster Bank plc","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I II","Tata Consultancy Services Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0610309","Tata Consultancy Services Limited TCS Digitate - Renewal - Run Rate - FY27-Q3","Tata Consultancy Services Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0602943","Nets Denmark A/S Nets UNI- Renewal Yr 1 - Run Rate - FY27-Q3","Nets Denmark A/S","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0609819","Infiniti Retail Limited_May2026_Renewal - Run Rate - FY27-Q3","Infiniti Retail Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0620724","Infiniti Retail Limited Inventory Cache Application - Renewal","Infiniti Retail Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","8/31/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0622581","Tata Consultancy Services Limited Tata Consultancy Services Limited KYC Video Platform - Renewal Yr4 - Renewal","Tata Consultancy Services Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","0.00","Reseller","12/31/2026","Q4-2027","Research","Approved","11/4/2025","11/4/2025"
"A-0623565","Mainframe offloading - Euroclear","Euroclear SA/NV","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Limited","35.00","Strategic","4/24/2026","Q1-2027","Discovery","Approved","11/10/2025","11/10/2025"
"A-0623564","AMEX - App modernization","American Express","USD","0.00","USD","0.00","USD","0.00","NAMER","SoCal","Tata Consultancy Services Limited","35.00","Strategic","3/6/2026","Q1-2027","Closed Lost","Approved","11/10/2025","11/10/2025"
"A-0628833","Cummins, Inc. - Integrated Aftermarket Catalogue- Renewal Yr 3 - Run Rate - FY27-Q2","Cummins Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Great Lakes","Tata Consultancy Services Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","12/3/2025","8/2/2025"
"A-0628834","Cummins, Inc. - Integrated Aftermarket Catalogue- Renewal Yr 3 - Run Rate - FY27-Q3","Cummins Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Great Lakes","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","12/3/2025","11/2/2025"
"A-0640769","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q1","People Center, Inc.","USD","0.00","USD","890317.07","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Limited","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","1/29/2026","5/2/2025"
"A-0640770","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q2","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Limited","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","1/29/2026","8/2/2025"
"A-0640771","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q3","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Limited","0.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Rejected","1/29/2026","11/2/2025"
"A-0647818","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q4","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Limited","0.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Rejected","2/2/2026","2/2/2026"
"A-0643221","Nets Denmark A/S Nets UNI- Renewal Yr 1 - Run Rate - FY27-Q4","Nets Denmark A/S","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Limited","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0650414","Tata Consultancy Services Limited TCS Digitate - Renewal - Run Rate - FY27-Q4","Tata Consultancy Services Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647644","McKesson Corporation McKesson - SAP ATTP, Track & Trace - Renewal - Run Rate - FY27-Q4","McKesson Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 1","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648418","Cummins, Inc. - Integrated Aftermarket Catalogue- Renewal Yr 3 - Run Rate - FY27-Q4","Cummins Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Great Lakes","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0643506","Legal & General Resources Limited - Flex Commit Renewal - Run Rate - FY27-Q4","Legal & General Resources Limited","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I II","Tata Consultancy Services Limited","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648713","AWS MP (Private Offer) - Sainsbury's Supermarkets Ltd Multiple Projects- Renewal Yr 4 - Run Rate - FY27-Q4","Sainsbury's Supermarkets Ltd","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648722","National Westminster Bank plc ODS Delivery, Payments Transformation- Renewal Yr 4 - Run Rate - FY27-Q4","National Westminster Bank plc","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I II","Tata Consultancy Services Limited","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0643074","Tata Steel Limited Aashiyana Platformization  Production on GCP, Aashiyana Platformization on ... - Run Rate - FY27-Q4","Tata Steel Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 2","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0649323","Tata Communications Limited VAZ - Renewal - Run Rate - FY27-Q4","Tata Communications Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0651399","*Adobe - ATS - EA Org Wide Renewal - FY26 - Run Rate - FY27-Q2","Adobe, Inc. (f/k/a Adobe Systems Incorporated)","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 1","Tata Consultancy Services Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","2/2/2026","1/17/2026"
"A-0651400","*Adobe - ATS - EA Org Wide Renewal - FY26 - Run Rate - FY27-Q3","Adobe, Inc. (f/k/a Adobe Systems Incorporated)","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 1","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","2/2/2026","1/17/2026"
"A-0651401","*Adobe - ATS - EA Org Wide Renewal - FY26 - Run Rate - FY27-Q4","Adobe, Inc. (f/k/a Adobe Systems Incorporated)","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 1","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0700985","Kaiser Foundation Hospitals Kaiser Permanente -  ABX - Renewal","Kaiser Foundation Hospitals","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Limited","35.00","Strategic","12/17/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701422","Bank of the Philippine Islands BPI_API - Renewal","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","0.00","APAC","ASEAN 1","Tata Consultancy Services Limited","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701663","Marks and Spencer Group Plc Marks and Spencer Group Plc Loyalty Platform ReviewRenewal - Renewal","Marks and Spencer Group Plc","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Limited","35.00","Strategic","3/31/2026","Q1-2027","Technical Validation","Pending Approval","2/4/2026","2/4/2026"
"A-0711025","National Mortgage Insurance Corporation National MI Underwriting Workbench - Renewal - Run Rate - FY27-Q2","National Mortgage Insurance Corporation","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Tata Consultancy Services Limited","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","3/3/2026","8/2/2025"
"A-0711026","National Mortgage Insurance Corporation National MI Underwriting Workbench - Renewal - Run Rate - FY27-Q3","National Mortgage Insurance Corporation","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Tata Consultancy Services Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/3/2026","11/2/2025"
"A-0711027","National Mortgage Insurance Corporation National MI Underwriting Workbench - Renewal - Run Rate - FY27-Q4","National Mortgage Insurance Corporation","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Tata Consultancy Services Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/3/2026","2/2/2026"
"A-0477644","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool, Woolw - Renewal","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","15.00","Influencing","10/31/2026","Q3-2027","Research","Pending Approval","2/13/2025","11/5/2024"
"A-0523843","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q1","Woolworths Group Limited","USD","0.00","USD","270555.51","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0536743","TPG Telecom Limited TPG Telecom / Vodafone Australia - Matrixx - Renewal","TPG Telecom Limited","USD","0.00","AUD","0.00","USD","23.66","APAC","APAC","Tata Consultancy Services Limited (ABN 28 109 981 777)","0.00","Reseller","3/12/2026","Q1-2027","Closed Won","Rejected","5/7/2025","5/7/2025"
"A-0545148","Woolworths | Supply Chain | MyPC Architecture Consolidation (Redis, Postgres)","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","35.00","Strategic","5/1/2026","Q2-2027","Discovery","Approved","6/19/2025","6/17/2025"
"A-0554434","Group IT - Me@Woolies (Dataverse Replace)","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","100.00","Strategic","2/4/2026","Q1-2027","Closed Lost","Approved","7/28/2025","7/24/2025"
"A-0563876","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q2","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","8/2/2025","8/2/2025"
"A-0609398","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q3","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Tata Consultancy Services Limited (ABN 28 109 981 777)","0.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Rejected","11/2/2025","11/2/2025"
"A-0475018","Humana Inc. Humana - MongoDB Atlas Platinum - Renewal","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","Tata Consultancy Services Ltd","15.00","Influencing","11/30/2026","Q4-2027","Research","Pending Approval","2/13/2025","2/4/2024"
"A-0475089","Department for Work and Pensions Tech Debt Remediation - Renewal","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","15.00","Influencing","1/31/2027","Q4-2027","Research","Pending Approval","2/13/2025","2/4/2024"
"A-0517639","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q1","IKEA of Sweden AB","USD","0.00","","","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0557671","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q2","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562703","Nedbank, Ltd M Atlas - FaceTec & API Marketplace - Renewal - Run Rate - FY27-Q2","Nedbank, Ltd M","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Tata Consultancy Services Ltd","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562639","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q2","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","Tata Consultancy Services Ltd","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0563327","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q2","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","Tata Consultancy Services Ltd","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562265","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q2","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Ltd","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0565256","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q2","Appsbroker","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0561342","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q2","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Ltd","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0575771","Nedbank, Ltd M Nedbank Money - Renewal","Nedbank, Ltd M","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Tata Consultancy Services Ltd","15.00","Influencing","6/30/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0607692","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q3","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Ltd","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0610864","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q3","Appsbroker","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0606720","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q3","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Ltd","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608102","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q3","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608796","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q3","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","Tata Consultancy Services Ltd","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0602947","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q3","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608067","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q3","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","Tata Consultancy Services Ltd","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0620772","IKEA of Sweden AB Coexistence, iPIM, Material & Apperance, RP Design & Process, RPA Chatbot - Renewal","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","8/31/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0620734","Länsförsäkringar AB Kund & Kanal - Renewal","Länsförsäkringar AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","9/30/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0640631","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q1","Department for Work and Pensions","USD","0.00","GBP","536084.94","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","1/29/2026","5/2/2025"
"A-0640647","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q2","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","1/29/2026","8/2/2025"
"A-0648887","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q4","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","Tata Consultancy Services Ltd","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0646877","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q4","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Ltd","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647816","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q4","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Tata Consultancy Services Ltd","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648185","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q4","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","Tata Consultancy Services Ltd","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648720","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q4","Jaguar Land Rover Automotive plc","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648221","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q4","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0702000","Jaguar Land Rover Automotive plc JLR-IoT Fleet - Renewal","Jaguar Land Rover Automotive plc","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","Tata Consultancy Services Ltd","35.00","Strategic","1/20/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0702054","Northern Powergrid Northern Powergrid Timeseries - Renewal - Renewal","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","Tata Consultancy Services Ltd","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0702248","Elisa Oyj Riak replace - Renewal","Elisa Oyj","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services Ltd","35.00","Strategic","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0639382","PH -NL - BPI - Mobile App/IBM","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","53853.06","APAC","ASEAN 1","Tata Consultancy Services (Philippines), Inc.","0.00","Reseller","10/30/2026","Q3-2027","Business Case","Approved","1/27/2026","12/19/2025"
"A-0701421","Bank of the Philippine Islands BPI_API - Renewal","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","0.00","APAC","ASEAN 1","Tata Consultancy Services (Philippines), Inc.","0.00","Reseller","12/31/2026","Q4-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0713709","PH-BPI-Addon 3 EA Testing - NL","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","28485.75","APAC","ASEAN 1","Tata Consultancy Services (Philippines), Inc.","0.00","Reseller","6/19/2026","Q2-2027","Research","Approved","3/18/2026","3/17/2026"
"A-0381057","Länsförsäkringar AB - Bankkund ODL","Länsförsäkringar AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services (Sweden)","35.00","Strategic","4/25/2026","Q1-2027","Validation","Approved","8/22/2024","8/14/2024"
"A-0454127","Nordea _ MIPS Optimization","Nordea Bank Abp","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services (Sweden)","35.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Approved","2/5/2025","2/4/2025"
"A-0454198","Skandinaviska Enskilda Banken - Payment Mainframe Modernisation.","Skandinaviska Enskilda Banken","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tata Consultancy Services (Sweden)","35.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Approved","2/5/2025","2/5/2025"
"A-0383939","Westpac - Atlas - NPP -  NWL","Westpac Banking Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","TATA Sons","100.00","Strategic","5/1/2026","Q2-2027","Closed Lost","Approved","9/4/2024","6/12/2024"
"A-0710210","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q2","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","TATA Sons","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","2/25/2026","8/2/2025"
"A-0710211","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q3","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","TATA Sons","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","2/25/2026","11/2/2025"
"A-0522162","AT&T Inc. Avertack/Watchtower/Atlantis - MongoDB Atlas - Renewal - Run Rate - FY27-Q1","AT&T Inc.","USD","0.00","USD","558442.75","USD","0.00","NAMER","South Central 2","Tech Mahindra (Americas) Inc.","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0562181","AT&T Inc. - Azure Consolidated Parent Org - Renewal - Run Rate - FY27-Q2","AT&T Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Tech Mahindra (Americas) Inc.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0574581","AT&T Inc. AT&T Consolidated Project, Avertack/Watchtower/Atlantis - MongoDB Atlas, ADAS - Renewal","AT&T Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Tech Mahindra (Americas) Inc.","15.00","Influencing","6/1/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0701916","Jackson National Life Insurance Company Jackson Operations (Tech M) - Renewal","Jackson National Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Tech Mahindra (Americas) Inc.","0.00","Reseller","12/31/2026","Q4-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0701917","Jackson National Life Insurance Company Jackson Operations (Tech M) - Renewal","Jackson National Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Tech Mahindra (Americas) Inc.","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0713384","Jackson | Tech Mahindra | Nutanix Migration","Jackson National Life Insurance Company","USD","0.00","USD","0.00","USD","56207.07","Americas","Americas","Tech Mahindra (Americas) Inc.","0.00","Reseller","3/31/2026","Q1-2027","Business Case","Approved","3/16/2026","3/16/2026"
